date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:14:24	876/876	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/main-reasons-why-more-and-more-people-will-3/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/main-reasons-why-more-and-more-people-will-3/feed/index.html	(from http://visiovista.com/main-reasons-why-more-and-more-people-will-3/)
21:14:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:13:39%20GMT	http://visiovista.com/?p=481	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/indexf705.html	(from http://visiovista.com/main-reasons-why-more-and-more-people-will-3/)
21:14:25	2563/2563	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:13:39%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fmain-reasons-why-more-and-more-people-will-3%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embedd648	(from http://visiovista.com/main-reasons-why-more-and-more-people-will-3/)
21:14:28	2620/2620	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:13:41%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fnew-innovative-concepts-into-clinical-assertion-scenario-biolog-in-no-way-previous-to-unveiled%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed5a0b.json	(from http://visiovista.com/new-innovative-concepts-into-clinical-assertion-scenario-biolog-in-no-way-previous-to-unveiled/)
21:14:28	5992/5992	---MC-	200	added ('OK')	application/rss+xml	etag:%224e673573ec5c0891af0d84d5ea6d2335%22	http://visiovista.com/category/online-custom-writers/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/category/online-custom-writers/feed/index.html	(from http://visiovista.com/category/online-custom-writers/)
21:14:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:13:41%20GMT	http://visiovista.com/?p=473	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/index01a2.html	(from http://visiovista.com/new-innovative-concepts-into-clinical-assertion-scenario-biolog-in-no-way-previous-to-unveiled/)
21:14:28	994/994	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/new-innovative-concepts-into-clinical-assertion-scenario-biolog-in-no-way-previous-to-unveiled/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/new-innovative-concepts-into-clinical-assertion-scenario-biolog-in-no-way-previous-to-unveiled/feed/index.html	(from http://visiovista.com/new-innovative-concepts-into-clinical-assertion-scenario-biolog-in-no-way-previous-to-unveiled/)
21:14:29	2717/2717	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:13:44%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fnew-innovative-concepts-into-clinical-assertion-scenario-biolog-in-no-way-previous-to-unveiled%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embedeea2	(from http://visiovista.com/new-innovative-concepts-into-clinical-assertion-scenario-biolog-in-no-way-previous-to-unveiled/)
21:14:30	39545/39545	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2014:09:48%20GMT	http://visiovista.com/root-elements-in-supplements-south-africa-insights/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/root-elements-in-supplements-south-africa-insights/index.html	(from http://visiovista.com/blog/page/5/)
21:14:33	34621/34621	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:13:45%20GMT	http://visiovista.com/blog/page/6/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/blog/page/6/index.html	(from http://visiovista.com/blog/page/5/)
21:14:33	2548/2548	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:13:45%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Ftopmost-analysis-laboratory-insider-report-circumstance-biolog-client-critiques%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed9dac.json	(from http://visiovista.com/topmost-analysis-laboratory-insider-report-circumstance-biolog-client-critiques/)
21:14:34	30681/30681	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:13:45%20GMT	http://visiovista.com/category/uncategorized/page/4/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/category/uncategorized/page/4/index.html	(from http://visiovista.com/category/uncategorized/page/3/)
21:14:34	33730/33730	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:13:45%20GMT	http://visiovista.com/the-meaning-of-essay-writer-site/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/the-meaning-of-essay-writer-site/index.html	(from http://visiovista.com/blog/page/5/)
21:14:35	25281/25281	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:13:49%20GMT	http://visiovista.com/category/best-supplements/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/category/best-supplements/index.html	(from http://visiovista.com/blog/page/5/)
21:14:36	2645/2645	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:13:49%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Ftopmost-analysis-laboratory-insider-report-circumstance-biolog-client-critiques%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed6d8f	(from http://visiovista.com/topmost-analysis-laboratory-insider-report-circumstance-biolog-client-critiques/)
21:14:37	25367/25367	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:13:50%20GMT	http://visiovista.com/category/custom-college-papers/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/category/custom-college-papers/index.html	(from http://visiovista.com/blog/page/5/)
21:14:37	37386/37386	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:13:50%20GMT	http://visiovista.com/how-exactly-to-write-a-beneficial-and-abstract-2/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/how-exactly-to-write-a-beneficial-and-abstract-2/index.html	(from http://visiovista.com/blog/page/5/)
21:14:38	37442/37442	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2014:17:13%20GMT	http://visiovista.com/what-specifically-varieties-of-western-guys-of-all/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/what-specifically-varieties-of-western-guys-of-all/index.html	(from http://visiovista.com/blog/page/5/)
21:14:38	35279/35279	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:13:50%20GMT	http://visiovista.com/to-start-with-you-may-benefit-a-person-who-owns-a/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/to-start-with-you-may-benefit-a-person-who-owns-a/index.html	(from http://visiovista.com/blog/page/5/)
21:14:38	37045/37045	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:13:52%20GMT	http://visiovista.com/don-t-take-risks-expect-only-students-who-purchase/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/don-t-take-risks-expect-only-students-who-purchase/index.html	(from http://visiovista.com/blog/page/5/)
21:14:39	25224/25224	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:13:53%20GMT	http://visiovista.com/category/advices/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/category/advices/index.html	(from http://visiovista.com/blog/page/5/)
21:14:41	39397/39397	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:13:53%20GMT	http://visiovista.com/write-my-dissertation-service-tailored-for-pupils-34/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/write-my-dissertation-service-tailored-for-pupils-34/index.html	(from http://visiovista.com/blog/page/5/)
21:14:42	2555/2555	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:13:54%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fruthless-clinical-assertion-instance-of-this-biolog-tips-and-techniques-exploited%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embeda3fd.json	(from http://visiovista.com/ruthless-clinical-assertion-instance-of-this-biolog-tips-and-techniques-exploited/)
21:14:42	25436/25436	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:13:54%20GMT	http://visiovista.com/category/writing-help-for-students/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/category/writing-help-for-students/index.html	(from http://visiovista.com/blog/page/5/)
21:14:42	37187/37187	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:13:55%20GMT	http://visiovista.com/we-operate-all-year-round-for-your-convenience/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/we-operate-all-year-round-for-your-convenience/index.html	(from http://visiovista.com/blog/page/5/)
21:14:44	950/950	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/topmost-analysis-laboratory-insider-report-circumstance-biolog-client-critiques/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/topmost-analysis-laboratory-insider-report-circumstance-biolog-client-critiques/feed/index.html	(from http://visiovista.com/topmost-analysis-laboratory-insider-report-circumstance-biolog-client-critiques/)
21:14:44	25455/25455	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:13:57%20GMT	http://visiovista.com/category/writing-services-for-students/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/category/writing-services-for-students/index.html	(from http://visiovista.com/blog/page/5/)
21:14:45	37484/37484	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202019%2015:13:57%20GMT	http://visiovista.com/should-you-employ-a-bibliography-that-is-annotated-14/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/should-you-employ-a-bibliography-that-is-annotated-14/index.html	(from http://visiovista.com/blog/page/5/)
21:14:45	2652/2652	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:13:58%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fruthless-clinical-assertion-instance-of-this-biolog-tips-and-techniques-exploited%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embedaf23	(from http://visiovista.com/ruthless-clinical-assertion-instance-of-this-biolog-tips-and-techniques-exploited/)
21:14:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:14:00%20GMT	http://visiovista.com/?p=471	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/index2c5f.html	(from http://visiovista.com/topmost-analysis-laboratory-insider-report-circumstance-biolog-client-critiques/)
21:14:47	955/955	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/ruthless-clinical-assertion-instance-of-this-biolog-tips-and-techniques-exploited/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/ruthless-clinical-assertion-instance-of-this-biolog-tips-and-techniques-exploited/feed/index.html	(from http://visiovista.com/ruthless-clinical-assertion-instance-of-this-biolog-tips-and-techniques-exploited/)
21:14:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:14:01%20GMT	http://visiovista.com/?p=469	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/indexa040.html	(from http://visiovista.com/ruthless-clinical-assertion-instance-of-this-biolog-tips-and-techniques-exploited/)
21:14:48	876/876	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/the-right-direction-and-a-great-deal-of-hard/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/the-right-direction-and-a-great-deal-of-hard/feed/index.html	(from http://visiovista.com/the-right-direction-and-a-great-deal-of-hard/)
21:14:48	2456/2456	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:14:01%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fthe-right-direction-and-a-great-deal-of-hard%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed4237.json	(from http://visiovista.com/the-right-direction-and-a-great-deal-of-hard/)
21:14:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:14:02%20GMT	http://visiovista.com/?p=475	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/index8a0c.html	(from http://visiovista.com/the-right-direction-and-a-great-deal-of-hard/)
21:14:49	2555/2555	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:14:04%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fthe-right-direction-and-a-great-deal-of-hard%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed0aa2	(from http://visiovista.com/the-right-direction-and-a-great-deal-of-hard/)
21:14:53	2550/2550	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:14:06%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fthe-down-side-probable-for-assist-me-with-my-essay-that-no-person-is-speaking-of%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed9374.json	(from http://visiovista.com/the-down-side-probable-for-assist-me-with-my-essay-that-no-person-is-speaking-of/)
21:14:53	952/952	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/the-down-side-probable-for-assist-me-with-my-essay-that-no-person-is-speaking-of/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/the-down-side-probable-for-assist-me-with-my-essay-that-no-person-is-speaking-of/feed/index.html	(from http://visiovista.com/the-down-side-probable-for-assist-me-with-my-essay-that-no-person-is-speaking-of/)
21:14:54	48382/48382	---M--	200	added ('OK')	image/jpeg	etag:%221ZGRY1VCqwEevPlxRNFy0o6joZl9eDOA0X14J0tkRHo%22	https://images.sampleforms.com/wp-content/uploads/2017/01/International-Student-Survey-Questions.jpg	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/images.sampleforms.com/wp-content/uploads/2017/01/International-Student-Survey-Questions.jpg	(from http://visiovista.com/the-right-direction-and-a-great-deal-of-hard/)
21:14:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:14:07%20GMT	http://visiovista.com/?p=467	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/index7ab1.html	(from http://visiovista.com/the-down-side-probable-for-assist-me-with-my-essay-that-no-person-is-speaking-of/)
21:14:54	2647/2647	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:14:08%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fthe-down-side-probable-for-assist-me-with-my-essay-that-no-person-is-speaking-of%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed8f44	(from http://visiovista.com/the-down-side-probable-for-assist-me-with-my-essay-that-no-person-is-speaking-of/)
21:14:55	2423/2423	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:14:09%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fvery-nearly-all-you-need-to-write-better-7%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed3932.json	(from http://visiovista.com/very-nearly-all-you-need-to-write-better-7/)
21:14:56	859/859	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/very-nearly-all-you-need-to-write-better-7/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/very-nearly-all-you-need-to-write-better-7/feed/index.html	(from http://visiovista.com/very-nearly-all-you-need-to-write-better-7/)
21:14:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:14:10%20GMT	http://visiovista.com/?p=465	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/index6b92.html	(from http://visiovista.com/very-nearly-all-you-need-to-write-better-7/)
21:14:56	2520/2520	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:14:10%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fvery-nearly-all-you-need-to-write-better-7%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed0c08	(from http://visiovista.com/very-nearly-all-you-need-to-write-better-7/)
21:14:59	2528/2528	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:14:12%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fto-buy-dissertation-on-the-web-is-easy-and-cheap%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed94b6.json	(from http://visiovista.com/to-buy-dissertation-on-the-web-is-easy-and-cheap/)
21:14:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:14:12%20GMT	http://visiovista.com/?p=463	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/indexbbbc.html	(from http://visiovista.com/to-buy-dissertation-on-the-web-is-easy-and-cheap/)
21:14:59	6092/6092	---MC-	200	added ('OK')	application/rss+xml	etag:%224e673573ec5c0891af0d84d5ea6d2335%22	http://visiovista.com/category/best-essay-writing-tips/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/category/best-essay-writing-tips/feed/index.html	(from http://visiovista.com/category/best-essay-writing-tips/)
21:14:59	902/902	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/to-buy-dissertation-on-the-web-is-easy-and-cheap/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/to-buy-dissertation-on-the-web-is-easy-and-cheap/feed/index.html	(from http://visiovista.com/to-buy-dissertation-on-the-web-is-easy-and-cheap/)
21:15:00	2625/2625	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:14:14%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fto-buy-dissertation-on-the-web-is-easy-and-cheap%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embedad39	(from http://visiovista.com/to-buy-dissertation-on-the-web-is-easy-and-cheap/)
21:15:02	2460/2460	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:14:15%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fto-be-able-to-ensure-that-we-ve-buy-an-essay%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed268c.json	(from http://visiovista.com/to-be-able-to-ensure-that-we-ve-buy-an-essay/)
21:15:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:14:16%20GMT	http://visiovista.com/?p=477	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/index778b.html	(from http://visiovista.com/to-be-able-to-ensure-that-we-ve-buy-an-essay/)
21:15:03	8188/8188	---MC-	200	added ('OK')	application/rss+xml	etag:%224e673573ec5c0891af0d84d5ea6d2335%22	http://visiovista.com/category/custom-written-essays/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/category/custom-written-essays/feed/index.html	(from http://visiovista.com/category/custom-written-essays/)
21:15:03	876/876	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/to-be-able-to-ensure-that-we-ve-buy-an-essay/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/to-be-able-to-ensure-that-we-ve-buy-an-essay/feed/index.html	(from http://visiovista.com/to-be-able-to-ensure-that-we-ve-buy-an-essay/)
21:15:04	2559/2559	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:14:18%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fto-be-able-to-ensure-that-we-ve-buy-an-essay%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed0dc9	(from http://visiovista.com/to-be-able-to-ensure-that-we-ve-buy-an-essay/)
21:15:06	19441/19441	---M--	200	added ('OK')	image/jpeg	etag:%22caf0e7ca051da7871314e986acb34888%22	https://classconnection.s3.amazonaws.com/216/flashcards/651216/jpg/hacer_la_cama.thb1320582394285.jpg	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/classconnection.s3.amazonaws.com/216/flashcards/651216/jpg/hacer_la_cama.thb1320582394285.jpg	(from http://visiovista.com/to-be-able-to-ensure-that-we-ve-buy-an-essay/)
21:15:06	2441/2441	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:14:20%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fyou-learn-how-to-structure-the-smashing-cheap%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed1282.json	(from http://visiovista.com/you-learn-how-to-structure-the-smashing-cheap/)
21:15:07	869/869	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/you-learn-how-to-structure-the-smashing-cheap/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/you-learn-how-to-structure-the-smashing-cheap/feed/index.html	(from http://visiovista.com/you-learn-how-to-structure-the-smashing-cheap/)
21:15:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:14:21%20GMT	http://visiovista.com/?p=479	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/index5657.html	(from http://visiovista.com/you-learn-how-to-structure-the-smashing-cheap/)
21:15:08	2538/2538	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:14:22%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fyou-learn-how-to-structure-the-smashing-cheap%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embedc288	(from http://visiovista.com/you-learn-how-to-structure-the-smashing-cheap/)
21:15:09	19572/19572	---M--	200	added ('OK')	image/jpeg	etag:%22c4e25fe78096ebc9748fb54914eafff3%22	https://i.pinimg.com/736x/5a/05/e8/5a05e85b7e15f9b47ec05d285f94d2b7--kindergarten-classroom-welcome-letter-from-teacher.jpg	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/i.pinimg.com/736x/5a/05/e8/5a05e85b7e15f9b47ec05d285f94d2b7--kindergarten-classroom-welcome-letter-from-teacher.jpg	(from http://visiovista.com/you-learn-how-to-structure-the-smashing-cheap/)
21:15:10	2400/2400	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:14:24%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fwhat-you-may-not-learn-about-british-essay-writing%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embedbd61.json	(from http://visiovista.com/what-you-may-not-learn-about-british-essay-writing/)
21:15:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Apr%202019%2015:14:25%20GMT	http://visiovista.com/?p=461	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/indexfe24.html	(from http://visiovista.com/what-you-may-not-learn-about-british-essay-writing/)
21:15:11	862/862	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/what-you-may-not-learn-about-british-essay-writing/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/what-you-may-not-learn-about-british-essay-writing/feed/index.html	(from http://visiovista.com/what-you-may-not-learn-about-british-essay-writing/)
21:15:11	2497/2497	---MC-	200	added ('OK')	text/xml	date:Wed,%2010%20Apr%202019%2015:14:25%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fwhat-you-may-not-learn-about-british-essay-writing%2F&format=xml	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed958f	(from http://visiovista.com/what-you-may-not-learn-about-british-essay-writing/)
21:15:13	2436/2436	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Apr%202019%2015:14:27%20GMT	http://visiovista.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fvisiovista.com%2Fthe-best-way-to-obtain-the-grade-buy-argumentative%2F	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/wp-json/oembed/1.0/embed0b22.json	(from http://visiovista.com/the-best-way-to-obtain-the-grade-buy-argumentative/)
21:15:13	876/876	---MC-	200	added ('OK')	application/rss+xml	etag:%22baf2be5879a368c525ab3a6f0c77b942%22	http://visiovista.com/the-best-way-to-obtain-the-grade-buy-argumentative/feed/	C:/Users/Shaheen/Desktop/VisioVista%20file/Website%20edit/visiovista.com/the-best-way-to-obtain-the-grade-buy-argumentative/feed/index.html	(from http://visiovista.com/the-best-way-to-obtain-the-grade-buy-argumentative/)
